linha=1 | nome=Igor | acao=executou o benchmark | valor=1959
linha=4116 | nome=Felipe | acao=analisou os resultados | valor=7159
linha=4117 | nome=Otavio | acao=comparou as metricas | valor=1540
linha=4118 | nome=Mariana | acao=otimizou o algoritmo | valor=5013
linha=4119 | nome=Felipe | acao=analisou os resultados | valor=9607
linha=4120 | nome=Paulo | acao=analisou os resultados | valor=8216
linha=4121 | nome=Paulo | acao=participou da aula | valor=7488
linha=4122 | nome=Lucas | acao=fez um experimento | valor=8587
linha=4123 | nome=Carlos | acao=estudou computacao | valor=3778
linha=4124 | nome=Tiago | acao=executou o benchmark | valor=4751
linha=4125 | nome=Daniela | acao=otimizou o algoritmo | valor=3956
linha=4126 | nome=Felipe | acao=analisou os resultados | valor=1260
linha=4127 | nome=Igor | acao=otimizou o algoritmo | valor=9342
linha=4128 | nome=Natalia | acao=estudou computacao | valor=3591
linha=4129 | nome=Carlos | acao=otimizou o algoritmo | valor=8289
linha=4130 | nome=Igor | acao=participou da aula | valor=6954
linha=4131 | nome=Karen | acao=escreveu o relatorio | valor=6765
linha=4132 | nome=Sofia | acao=analisou os resultados | valor=3310
linha=4133 | nome=Mariana | acao=escreveu o relatorio | valor=4783
linha=4134 | nome=Helena | acao=escreveu o relatorio | valor=9507
linha=4135 | nome=Bruno | acao=escreveu o relatorio | valor=5079
linha=4136 | nome=Joao | acao=fez um experimento | valor=6804
linha=4137 | nome=Karen | acao=comparou as metricas | valor=9758
linha=4138 | nome=Gabriela | acao=comparou as metricas | valor=6638
linha=4139 | nome=Paulo | acao=executou o benchmark | valor=7734
linha=4140 | nome=Tiago | acao=estudou computacao | valor=3318
linha=4141 | nome=Sofia | acao=otimizou o algoritmo | valor=4457
linha=4142 | nome=Tiago | acao=analisou os resultados | valor=9427
linha=4143 | nome=Lucas | acao=executou o benchmark | valor=3511
linha=4144 | nome=Carlos | acao=executou o benchmark | valor=3272
linha=4145 | nome=Mariana | acao=participou da aula | valor=8573
linha=4146 | nome=Tiago | acao=participou da aula | valor=1500
linha=4147 | nome=Natalia | acao=participou da aula | valor=2668
linha=4148 | nome=Renata | acao=fez um experimento | valor=2429
linha=4149 | nome=Paulo | acao=otimizou o algoritmo | valor=6616
linha=4150 | nome=Ana | acao=estudou computacao | valor=5164
linha=4151 | nome=Tiago | acao=otimizou o algoritmo | valor=4424
linha=4152 | nome=Felipe | acao=fez um experimento | valor=6508
linha=4153 | nome=Mariana | acao=comparou as metricas | valor=1046
linha=4154 | nome=Natalia | acao=fez um experimento | valor=6114
linha=4155 | nome=Joao | acao=otimizou o algoritmo | valor=2619
linha=4156 | nome=Otavio | acao=comparou as metricas | valor=5768
linha=4157 | nome=Karen | acao=comparou as metricas | valor=3565
linha=4158 | nome=Lucas | acao=analisou os resultados | valor=5017
linha=4159 | nome=Carlos | acao=escreveu o relatorio | valor=1932
linha=4160 | nome=Otavio | acao=executou o benchmark | valor=1508
linha=4161 | nome=Gabriela | acao=participou da aula | valor=3000
linha=4162 | nome=Mariana | acao=fez um experimento | valor=4823
linha=4163 | nome=Helena | acao=estudou computacao | valor=4197
linha=4164 | nome=Lucas | acao=analisou os resultados | valor=7441
linha=4165 | nome=Bruno | acao=comparou as metricas | valor=1425
linha=4166 | nome=Renata | acao=fez um experimento | valor=5608
linha=4167 | nome=Joao | acao=participou da aula | valor=1113
linha=4168 | nome=Ana | acao=participou da aula | valor=8085
linha=4169 | nome=Sofia | acao=executou o benchmark | valor=5105
linha=4170 | nome=Lucas | acao=fez um experimento | valor=5350
linha=4171 | nome=Igor | acao=analisou os resultados | valor=1857
linha=4172 | nome=Gabriela | acao=executou o benchmark | valor=9121
linha=4173 | nome=Vitor | acao=estudou computacao | valor=3306
linha=4174 | nome=Renata | acao=escreveu o relatorio | valor=6295
linha=4175 | nome=Gabriela | acao=estudou computacao | valor=6285
linha=4176 | nome=Bruno | acao=executou o benchmark | valor=3039
linha=4177 | nome=Joao | acao=participou da aula | valor=5637
linha=4178 | nome=Mariana | acao=otimizou o algoritmo | valor=6049
linha=4179 | nome=Bruno | acao=participou da aula | valor=9914
linha=4180 | nome=Igor | acao=executou o benchmark | valor=4175
linha=4181 | nome=Joao | acao=escreveu o relatorio | valor=7258
linha=4182 | nome=Mariana | acao=otimizou o algoritmo | valor=4084
linha=4183 | nome=Bruno | acao=executou o benchmark | valor=7558
linha=4184 | nome=Igor | acao=estudou computacao | valor=4037
linha=4185 | nome=Ana | acao=estudou computacao | valor=1559
linha=4186 | nome=Ana | acao=otimizou o algoritmo | valor=9188
linha=4187 | nome=Mariana | acao=comparou as metricas | valor=4637
linha=4188 | nome=Ana | acao=estudou computacao | valor=7302
linha=4189 | nome=Felipe | acao=comparou as metricas | valor=6637
linha=4190 | nome=Gabriela | acao=estudou computacao | valor=6837
linha=4191 | nome=Sofia | acao=comparou as metricas | valor=2091
linha=4192 | nome=Lucas | acao=participou da aula | valor=1871
linha=4193 | nome=Felipe | acao=executou o benchmark | valor=8040
linha=4194 | nome=Eduarda | acao=executou o benchmark | valor=1399
linha=4195 | nome=Daniela | acao=comparou as metricas | valor=6459
linha=4196 | nome=Natalia | acao=executou o benchmark | valor=1561
linha=4197 | nome=Lucas | acao=estudou computacao | valor=8006
linha=4198 | nome=Otavio | acao=comparou as metricas | valor=7446
linha=4199 | nome=Gabriela | acao=escreveu o relatorio | valor=5285
linha=4200 | nome=Felipe | acao=executou o benchmark | valor=4397
linha=4201 | nome=Igor | acao=otimizou o algoritmo | valor=6082
linha=4202 | nome=Ana | acao=analisou os resultados | valor=3807
linha=4203 | nome=Daniela | acao=executou o benchmark | valor=3036
linha=4204 | nome=Sofia | acao=escreveu o relatorio | valor=4479
linha=4205 | nome=Sofia | acao=comparou as metricas | valor=6882
linha=4206 | nome=Daniela | acao=executou o benchmark | valor=2040
linha=4207 | nome=Igor | acao=otimizou o algoritmo | valor=3362
linha=4208 | nome=Sofia | acao=analisou os resultados | valor=3177
linha=4209 | nome=Lucas | acao=executou o benchmark | valor=5821
linha=4210 | nome=Gabriela | acao=analisou os resultados | valor=4999
linha=4211 | nome=Ana | acao=fez um experimento | valor=9233
linha=4212 | nome=Gabriela | acao=participou da aula | valor=7061
linha=4213 | nome=Paulo | acao=comparou as metricas | valor=9402
linha=4214 | nome=Paulo | acao=executou o benchmark | valor=6106
linha=4215 | nome=Joao | acao=participou da aula | valor=8700
linha=4216 | nome=Ana | acao=otimizou o algoritmo | valor=8551
linha=4217 | nome=Mariana | acao=fez um experimento | valor=1180
linha=4218 | nome=Mariana | acao=executou o benchmark | valor=7506
linha=4219 | nome=Renata | acao=comparou as metricas | valor=2826
linha=4220 | nome=Lucas | acao=escreveu o relatorio | valor=4797
linha=4221 | nome=Felipe | acao=escreveu o relatorio | valor=9266
linha=4222 | nome=Carlos | acao=participou da aula | valor=4172
linha=4223 | nome=Renata | acao=analisou os resultados | valor=6771
linha=4224 | nome=Natalia | acao=escreveu o relatorio | valor=7268
linha=4225 | nome=Daniela | acao=otimizou o algoritmo | valor=6939
linha=4226 | nome=Bruno | acao=fez um experimento | valor=6822
linha=4227 | nome=Ana | acao=analisou os resultados | valor=5652
linha=4228 | nome=Karen | acao=participou da aula | valor=7168
linha=4229 | nome=Mariana | acao=analisou os resultados | valor=9912
linha=4230 | nome=Sofia | acao=comparou as metricas | valor=1866
linha=4231 | nome=Paulo | acao=escreveu o relatorio | valor=2341
linha=4232 | nome=Ana | acao=escreveu o relatorio | valor=5774
linha=4233 | nome=Lucas | acao=executou o benchmark | valor=5570
linha=4234 | nome=Bruno | acao=escreveu o relatorio | valor=3226
linha=4235 | nome=Vitor | acao=executou o benchmark | valor=5947
linha=4236 | nome=Gabriela | acao=fez um experimento | valor=3753
linha=4237 | nome=Vitor | acao=comparou as metricas | valor=9531
linha=4238 | nome=Tiago | acao=analisou os resultados | valor=3135
linha=4239 | nome=Vitor | acao=executou o benchmark | valor=4656
linha=4240 | nome=Ana | acao=participou da aula | valor=2399
linha=4241 | nome=Renata | acao=escreveu o relatorio | valor=3577
linha=4242 | nome=Paulo | acao=comparou as metricas | valor=3663
linha=4243 | nome=Otavio | acao=comparou as metricas | valor=8166
linha=4244 | nome=Otavio | acao=executou o benchmark | valor=7224
linha=4245 | nome=Ana | acao=estudou computacao | valor=8157
linha=4246 | nome=Igor | acao=estudou computacao | valor=2194
linha=4247 | nome=Eduarda | acao=otimizou o algoritmo | valor=6612
linha=4248 | nome=Karen | acao=otimizou o algoritmo | valor=9435
linha=4249 | nome=Daniela | acao=fez um experimento | valor=4131
linha=4250 | nome=Bruno | acao=executou o benchmark | valor=8409
linha=4251 | nome=Paulo | acao=fez um experimento | valor=8344
linha=4252 | nome=Vitor | acao=estudou computacao | valor=2220
linha=4253 | nome=Helena | acao=comparou as metricas | valor=8563
linha=4254 | nome=Helena | acao=otimizou o algoritmo | valor=8437
linha=4255 | nome=Paulo | acao=analisou os resultados | valor=9099
linha=4256 | nome=Igor | acao=comparou as metricas | valor=4589
linha=4257 | nome=Otavio | acao=estudou computacao | valor=1020
linha=4258 | nome=Carlos | acao=estudou computacao | valor=9079
linha=4259 | nome=Ana | acao=otimizou o algoritmo | valor=5579
linha=4260 | nome=Carlos | acao=otimizou o algoritmo | valor=2023
linha=4261 | nome=Helena | acao=participou da aula | valor=6817
linha=4262 | nome=Carlos | acao=fez um experimento | valor=2656
linha=4263 | nome=Natalia | acao=estudou computacao | valor=3154
linha=4264 | nome=Gabriela | acao=comparou as metricas | valor=3909
linha=4265 | nome=Daniela | acao=otimizou o algoritmo | valor=8069
linha=4266 | nome=Daniela | acao=escreveu o relatorio | valor=3078
linha=4267 | nome=Otavio | acao=analisou os resultados | valor=5564
linha=4268 | nome=Vitor | acao=escreveu o relatorio | valor=2589
linha=4269 | nome=Natalia | acao=otimizou o algoritmo | valor=2032
linha=4270 | nome=Carlos | acao=executou o benchmark | valor=7089
linha=4271 | nome=Helena | acao=otimizou o algoritmo | valor=2407
linha=4272 | nome=Ana | acao=otimizou o algoritmo | valor=8460
linha=4273 | nome=Tiago | acao=otimizou o algoritmo | valor=6492
linha=4274 | nome=Vitor | acao=otimizou o algoritmo | valor=7090
linha=4275 | nome=Ana | acao=analisou os resultados | valor=6516
linha=4276 | nome=Otavio | acao=escreveu o relatorio | valor=6165
linha=4277 | nome=Vitor | acao=otimizou o algoritmo | valor=2122
linha=4278 | nome=Felipe | acao=executou o benchmark | valor=1191
linha=4279 | nome=Gabriela | acao=fez um experimento | valor=7170
linha=4280 | nome=Gabriela | acao=estudou computacao | valor=2598
linha=4281 | nome=Karen | acao=participou da aula | valor=1438
linha=4282 | nome=Helena | acao=executou o benchmark | valor=1253
linha=4283 | nome=Helena | acao=escreveu o relatorio | valor=1666
linha=4284 | nome=Bruno | acao=fez um experimento | valor=9526
linha=4285 | nome=Carlos | acao=executou o benchmark | valor=1050
linha=4286 | nome=Mariana | acao=escreveu o relatorio | valor=1162
linha=4287 | nome=Otavio | acao=analisou os resultados | valor=1014
linha=4288 | nome=Sofia | acao=fez um experimento | valor=8366
linha=4289 | nome=Otavio | acao=analisou os resultados | valor=8927
linha=4290 | nome=Joao | acao=otimizou o algoritmo | valor=2989
linha=4291 | nome=Tiago | acao=participou da aula | valor=6556
linha=4292 | nome=Ana | acao=analisou os resultados | valor=1307
linha=4293 | nome=Felipe | acao=executou o benchmark | valor=2230
linha=4294 | nome=Mariana | acao=executou o benchmark | valor=3023
linha=4295 | nome=Eduarda | acao=estudou computacao | valor=7913
linha=4296 | nome=Natalia | acao=comparou as metricas | valor=2278
linha=4297 | nome=Gabriela | acao=fez um experimento | valor=6770
linha=4298 | nome=Tiago | acao=analisou os resultados | valor=1564
linha=4299 | nome=Bruno | acao=participou da aula | valor=6669
linha=4300 | nome=Mariana | acao=escreveu o relatorio | valor=4697
linha=4301 | nome=Sofia | acao=analisou os resultados | valor=2952
linha=4302 | nome=Paulo | acao=comparou as metricas | valor=7379
linha=4303 | nome=Eduarda | acao=comparou as metricas | valor=6486
linha=4304 | nome=Natalia | acao=comparou as metricas | valor=7594
linha=4305 | nome=Karen | acao=comparou as metricas | valor=4165
linha=4306 | nome=Gabriela | acao=participou da aula | valor=1391
linha=4307 | nome=Vitor | acao=otimizou o algoritmo | valor=5728
linha=4308 | nome=Renata | acao=escreveu o relatorio | valor=6451
linha=4309 | nome=Ana | acao=fez um experimento | valor=7418
linha=4310 | nome=Felipe | acao=escreveu o relatorio | valor=2737
linha=4311 | nome=Otavio | acao=participou da aula | valor=6938
linha=4312 | nome=Tiago | acao=fez um experimento | valor=9630
linha=4313 | nome=Joao | acao=executou o benchmark | valor=3206
linha=4314 | nome=Gabriela | acao=escreveu o relatorio | valor=5939
linha=4315 | nome=Natalia | acao=comparou as metricas | valor=8777
linha=4316 | nome=Lucas | acao=otimizou o algoritmo | valor=9888
linha=4317 | nome=Vitor | acao=executou o benchmark | valor=2954
linha=4318 | nome=Paulo | acao=otimizou o algoritmo | valor=5586
linha=4319 | nome=Vitor | acao=fez um experimento | valor=8334
linha=4320 | nome=Tiago | acao=participou da aula | valor=7297
linha=4321 | nome=Mariana | acao=participou da aula | valor=5653
linha=4322 | nome=Mariana | acao=participou da aula | valor=9046
linha=4323 | nome=Bruno | acao=executou o benchmark | valor=5873
linha=4324 | nome=Karen | acao=fez um experimento | valor=4731
linha=4325 | nome=Mariana | acao=otimizou o algoritmo | valor=2619
linha=4326 | nome=Mariana | acao=estudou computacao | valor=2919
linha=4327 | nome=Tiago | acao=analisou os resultados | valor=8233
linha=4328 | nome=Igor | acao=escreveu o relatorio | valor=2347
linha=4329 | nome=Mariana | acao=comparou as metricas | valor=8406
linha=4330 | nome=Mariana | acao=otimizou o algoritmo | valor=5611
linha=4331 | nome=Sofia | acao=participou da aula | valor=3405
linha=4332 | nome=Paulo | acao=estudou computacao | valor=5109
linha=4333 | nome=Sofia | acao=otimizou o algoritmo | valor=4325
linha=4334 | nome=Tiago | acao=otimizou o algoritmo | valor=3387
linha=4335 | nome=Gabriela | acao=comparou as metricas | valor=1658
linha=4336 | nome=Tiago | acao=comparou as metricas | valor=6660
linha=4337 | nome=Otavio | acao=otimizou o algoritmo | valor=5104
linha=4338 | nome=Lucas | acao=estudou computacao | valor=9116
linha=4339 | nome=Joao | acao=escreveu o relatorio | valor=4041
linha=4340 | nome=Lucas | acao=estudou computacao | valor=7256
linha=4341 | nome=Paulo | acao=executou o benchmark | valor=1008
linha=4342 | nome=Karen | acao=otimizou o algoritmo | valor=3447
linha=4343 | nome=Carlos | acao=participou da aula | valor=6332
linha=4344 | nome=Tiago | acao=analisou os resultados | valor=2065
linha=4345 | nome=Felipe | acao=fez um experimento | valor=9536
linha=4346 | nome=Mariana | acao=analisou os resultados | valor=2295
linha=4347 | nome=Felipe | acao=comparou as metricas | valor=2860
linha=4348 | nome=Igor | acao=estudou computacao | valor=5012
linha=4349 | nome=Vitor | acao=participou da aula | valor=9868
linha=4350 | nome=Daniela | acao=comparou as metricas | valor=8017
linha=4351 | nome=Ana | acao=analisou os resultados | valor=8129
linha=4352 | nome=Mariana | acao=participou da aula | valor=7142
linha=4353 | nome=Joao | acao=executou o benchmark | valor=4129
linha=4354 | nome=Felipe | acao=comparou as metricas | valor=5553
linha=4355 | nome=Lucas | acao=executou o benchmark | valor=9354
linha=4356 | nome=Tiago | acao=analisou os resultados | valor=5611
linha=4357 | nome=Mariana | acao=otimizou o algoritmo | valor=1595
linha=4358 | nome=Helena | acao=escreveu o relatorio | valor=7018
linha=4359 | nome=Sofia | acao=otimizou o algoritmo | valor=5303
linha=4360 | nome=Daniela | acao=comparou as metricas | valor=9202
linha=4361 | nome=Vitor | acao=participou da aula | valor=4978
linha=4362 | nome=Ana | acao=estudou computacao | valor=5953
linha=4363 | nome=Daniela | acao=otimizou o algoritmo | valor=2326
linha=4364 | nome=Mariana | acao=comparou as metricas | valor=8653
linha=4365 | nome=Eduarda | acao=fez um experimento | valor=6612
linha=4366 | nome=Mariana | acao=analisou os resultados | valor=5675
linha=4367 | nome=Natalia | acao=escreveu o relatorio | valor=7180
linha=4368 | nome=Bruno | acao=estudou computacao | valor=7635
linha=4369 | nome=Joao | acao=participou da aula | valor=9621
linha=4370 | nome=Tiago | acao=executou o benchmark | valor=7637
linha=4371 | nome=Lucas | acao=fez um experimento | valor=2216
